Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
109.70.100.80-192.168.98.61-35009-443-6,109.70.100.80,35009,192.168.98.61,443,6,15/12/2022 02:21:20 上午,28945,8,0,655.0,0.0,378.0,0.0,81.875,142.8950039114634,0,0,0,0,22629.124201070998,276.38624978407324,4135.0,9141.014276326232,24763.0,46.0,28945.0,4135.0,9141.014276326232,24763.0,46.0,0,0,0,0,0,0,0,0,0,264,0,276.38624978407324,0.0,0.0,378.0,72.77777777777779,136.42376788684751,18611.444444444445,1,1,0,3,7,0,0,0,0.0,81.875,81.875,0.0,0,0,0,0,0,0,1,81,0,0,29200,0,3,32,0,0,0,0,1.6710420809655932E15,11891.596103063095,1.671042080986663E15,1.671042080957859E15,No Label
192.168.98.61-109.70.100.80-443-62808-6,192.168.98.61,443,109.70.100.80,62808,6,15/12/2022 02:21:18 上午,2579130,15,0,6688.0,0.0,1456.0,0.0,445.8666666666666,643.4616057662167,0,0,0,0,2593.1224870402034,5.815914668899977,184223.57142857142,297158.979369038,762331.0,0.0,2579130.0,184223.57142857142,297158.979369038,762331.0,0.0,0,0,0,0,0,0,0,0,0,308,0,5.815914668899977,0.0,0.0,1456.0,418.0,631.5574399846779,398864.8,1,1,0,12,15,0,0,0,0.0,445.8666666666667,445.8666666666667,0.0,0,0,0,0,14,3609,1,445,0,0,65535,0,14,20,0,0,0,0,1.6710420800102885E15,836531.6933122614,1.671042080988966E15,1.671042078602821E15,No Label
192.168.98.61-109.70.100.84-443-54258-6,192.168.98.61,443,109.70.100.84,54258,6,15/12/2022 02:22:17 上午,1088603,10,0,3530.0,0.0,1456.0,0.0,352.99999999999994,609.0703298196906,0,0,0,0,3242.6881057649116,9.186085285453007,120955.88888888889,143433.90177747767,273004.0,0.0,1088603.0,120955.88888888889,143433.90177747767,273004.0,0.0,0,0,0,0,0,0,0,0,0,208,0,9.186085285453007,0.0,0.0,1456.0,320.90909090909093,587.5356082052313,345198.09090909094,1,1,0,5,10,0,0,0,0.0,353.0,353.0,0.0,0,0,0,0,9,4328,1,353,0,0,65535,0,9,20,0,0,0,0,1.6710421373574628E15,258829.3318881041,1.671042137823548E15,1.671042137006945E15,No Label
109.70.100.80-192.168.98.61-13059-443-6,109.70.100.80,13059,192.168.98.61,443,6,15/12/2022 02:54:24 上午,39578,8,0,657.0,0.0,380.0,0.0,82.125,143.48761768379677,0,0,0,0,16600.131386123605,202.1324978523422,5653.999999999999,13340.043403227743,35854.0,47.0,39578.0,5653.999999999999,13340.043403227743,35854.0,47.0,0,0,0,0,0,0,0,0,0,264,0,202.1324978523422,0.0,0.0,380.0,73.0,136.98357565781382,18764.5,1,1,0,3,7,0,0,0,0.0,82.125,82.125,0.0,0,0,0,0,0,0,1,82,0,0,29200,0,3,32,0,0,0,0,1.6710440642761215E15,16722.82527864236,1.671044064305926E15,1.671044064266536E15,No Label
192.168.98.61-109.70.100.80-443-12042-6,192.168.98.61,443,109.70.100.80,12042,6,15/12/2022 02:54:22 上午,1761996,14,0,4379.0,0.0,1456.0,0.0,312.7857142857143,526.0998996346648,0,0,0,0,2485.2496827461587,7.945534496105553,135538.15384615384,208778.6065264854,709348.0,0.0,1761996.0,135538.15384615384,208778.6065264854,709348.0,0.0,0,0,0,0,0,0,0,0,0,288,0,7.945534496105553,0.0,0.0,1456.0,291.93333333333334,513.3549964507528,263533.3523809524,1,1,0,11,14,0,0,0,0.0,312.7857142857143,312.7857142857143,0.0,0,0,0,0,13,4159,1,312,0,0,65535,0,13,20,0,0,0,0,1.6710440637550762E15,466547.36168494687,1.671044064307336E15,1.671044062756303E15,No Label
109.70.100.80-192.168.98.61-27069-443-6,109.70.100.80,27069,192.168.98.61,443,6,15/12/2022 02:54:25 上午,36562,8,0,926.0,0.0,649.0,0.0,115.75000000000001,229.18909846923972,0,0,0,0,25326.842076472843,218.80641102784313,5223.142857142857,12239.317048329282,32923.0,19.0,36562.0,5223.142857142857,12239.317048329282,32923.0,19.0,0,0,0,0,0,0,0,0,0,264,0,218.80641102784313,0.0,0.0,649.0,102.88888888888889,217.83103798841685,47450.36111111111,1,1,0,3,7,0,0,0,0.0,115.75,115.75,0.0,0,0,0,0,0,0,1,115,0,0,29200,0,3,32,0,0,0,0,1.6710440656249575E15,15412.38944161482,1.671044065652411E15,1.671044065615965E15,No Label
192.168.98.61-109.70.100.80-443-12056-6,192.168.98.61,443,109.70.100.80,12056,6,15/12/2022 02:54:24 上午,1193029,14,0,4603.0,0.0,1456.0,0.0,328.7857142857142,537.6400252058032,0,0,0,0,3858.2465304699217,11.734836286460766,91771.46153846153,115269.10157295362,258792.0,0.0,1193029.0,91771.46153846153,115269.10157295362,258792.0,0.0,0,0,0,0,0,0,0,0,0,288,0,11.734836286460766,0.0,0.0,1456.0,306.8666666666667,524.9919545868797,275616.55238095234,1,1,0,11,14,0,0,0,0.0,328.7857142857143,328.7857142857143,0.0,0,0,0,0,13,4886,1,328,0,0,65535,0,13,20,0,0,0,0,1.6710440651953898E15,344880.19970681035,1.671044065654347E15,1.67104406465034E15,No Label
109.70.100.80-192.168.98.61-31801-443-6,109.70.100.80,31801,192.168.98.61,443,6,15/12/2022 02:54:26 上午,42874,8,0,926.0,0.0,649.0,0.0,115.75000000000001,229.18909846923972,0,0,0,0,21598.171385921538,186.59327331249708,6124.857142857142,14407.053254437233,38734.0,20.0,42874.0,6124.857142857142,14407.053254437233,38734.0,20.0,0,0,0,0,0,0,0,0,0,264,0,186.59327331249708,0.0,0.0,649.0,102.88888888888889,217.83103798841685,47450.36111111111,1,1,0,3,7,0,0,0,0.0,115.75,115.75,0.0,0,0,0,0,0,0,1,115,0,0,29200,0,3,32,0,0,0,0,1.6710440669900778E15,18095.997684319187,1.671044067022318E15,1.671044066979579E15,No Label
192.168.98.61-109.70.100.80-443-12070-6,192.168.98.61,443,109.70.100.80,12070,6,15/12/2022 02:54:25 上午,1232020,14,0,4603.0,0.0,1456.0,0.0,328.7857142857142,537.6400252058032,0,0,0,0,3736.1406470674183,11.36345189201474,94770.76923076923,118450.45553039877,268413.0,0.0,1232020.0,94770.76923076923,118450.45553039877,268413.0,0.0,0,0,0,0,0,0,0,0,0,288,0,11.36345189201474,0.0,0.0,1456.0,306.8666666666667,524.9919545868797,275616.55238095234,1,1,0,11,14,0,0,0,0.0,328.7857142857143,328.7857142857143,0.0,0,0,0,0,13,4776,1,328,0,0,65535,0,13,20,0,0,0,0,1.6710440665527528E15,352524.84789596166,1.671044067023372E15,1.671044065986362E15,No Label
192.168.98.61-109.70.100.30-80-33938-6,192.168.98.61,80,109.70.100.30,33938,6,15/12/2022 07:38:49 上午,405567,2,0,354.0,0.0,354.0,0.0,177.0,250.31580054003783,0,0,0,0,872.8520811604494,4.9313676901720305,405567.0,0.0,405567.0,405567.0,405567.0,405567.0,0.0,405567.0,405567.0,0,0,0,0,0,0,0,0,0,52,0,4.9313676901720305,0.0,0.0,354.0,118.0,204.38199529312752,41772.0,1,1,0,0,2,0,0,0,0.0,177.0,177.0,0.0,0,0,0,0,0,0,1,177,0,0,29200,0,1,20,0,0,0,0,0,0,0,0,No Label
